1	287000000	0.29999998	9.389999	2.9299998	0.0	0.0	0.0
2	355299000	0.69	9.12	3.53	0.0	0.0	0.0
3	415216000	0.65999997	8.79	4.12	0.0	0.0	0.0
4	489215000	0.29	8.94	3.7099998	0.0	0.0	0.0
5	555159000	0.48	9.42	3.02	0.0	0.0	0.0
6	615165000	0.75	9.01	3.6	0.0	0.0	0.0
7	685167000	0.58	8.809999	4.0499997	0.0	0.0	0.0
8	745167000	0.31	9.11	3.57	0.0	0.0	0.0
9	815144000	0.53	9.3	3.1599998	0.0	0.0	0.0
10	886318000	0.42	8.92	3.83	0.0	0.0	0.0
11	945856000	0.25	9.309999	3.1499999	0.0	0.0	0.0
12	1015458000	0.72999996	9.05	3.55	0.0	0.0	0.0
13	1076157000	0.62	8.86	3.9199998	0.0	0.0	0.0
14	1146229000	0.28	9.13	3.56	0.0	0.0	0.0
15	1215792000	0.57	9.29	3.26	0.0	0.0	0.0
16	1275793000	0.78	8.849999	3.83	0.0	0.0	0.0
17	1345517000	0.44	8.95	3.72	0.0	0.0	0.0
18	1407230000	0.26	9.32	3.1799998	0.0	0.0	0.0
19	1475415000	0.53	9.25	3.27	0.0	0.0	0.0
20	1545878000	0.72999996	8.73	4.0	0.0	0.0	0.0
21	1605794000	0.32	9.15	3.52	0.0	0.0	0.0
22	1675415000	0.32999998	9.4	3.09	0.0	0.0	0.0
23	1736494000	0.75	9.08	3.53	0.0	0.0	0.0
24	1805789000	0.53	8.87	3.8799999	0.0	0.0	0.0
25	1875695000	0.22999999	9.33	3.1999998	0.0	0.0	0.0
26	1936506000	0.77	8.88	3.82	0.0	0.0	0.0
27	2005797000	0.28	9.179999	3.46	0.0	0.0	0.0
28	2065445000	0.39999998	9.389999	3.12	0.0	0.0	0.0
29	2135485000	0.77	9.03	3.59	0.0	0.0	0.0
30	2205794000	0.5	8.91	3.81	0.0	0.0	0.0
31	2265794000	0.21	9.34	3.1399999	0.0	0.0	0.0
32	2336298000	0.56	9.36	3.1899998	0.0	0.0	0.0
33	2395846000	0.78999996	8.84	3.86	0.0	0.0	0.0
34	2465787000	0.32999998	9.11	3.51	0.0	0.0	0.0
35	2536523000	0.32	9.37	3.07	0.0	0.0	0.0
36	2595874000	0.68	9.19	3.4199998	0.0	0.0	0.0
37	2665418000	0.71999997	8.809999	4.0099998	0.0	0.0	0.0
38	2725855000	0.31	9.28	3.36	0.0	0.0	0.0
39	2795873000	0.39999998	9.32	3.1399999	0.0	0.0	0.0
40	2865788000	0.78999996	9.01	3.62	0.0	0.0	0.0
41	2925926000	0.62	8.83	4.0	0.0	0.0	0.0
42	2995510000	0.65	9.24	3.29	0.0	0.0	0.0
43	3055422000	0.78	8.74	4.0299997	0.0	0.0	0.0
44	3125205000	0.45	8.95	3.9099998	0.0	0.0	0.0
45	3196227000	0.35999998	9.33	3.1599998	0.0	0.0	0.0
46	3255786000	0.74	9.11	3.55	0.0	0.0	0.0
47	3325783000	0.65	8.849999	3.97	0.0	0.0	0.0
48	3386620000	0.32999998	9.09	3.53	0.0	0.0	0.0
49	3455787000	0.53	9.22	3.29	0.0	0.0	0.0
50	3525798000	0.82	8.87	3.83	0.0	0.0	0.0
51	3586573000	0.51	8.92	3.9299998	0.0	0.0	0.0
52	3655427000	0.32	9.41	2.98	0.0	0.0	0.0
53	3715796000	0.65999997	9.179999	3.37	0.0	0.0	0.0
54	3786599000	0.72999996	8.87	3.8799999	0.0	0.0	0.0
55	3855808000	0.44	9.05	3.75	0.0	0.0	0.0
56	3917135000	0.38	9.44	3.03	0.0	0.0	0.0
57	3986631000	0.71	8.809999	3.52	0.0	0.0	0.0
58	4045669000	0.29	9.07	3.59	0.0	0.0	0.0
59	4115435000	0.35999998	9.44	3.07	0.0	0.0	0.0
60	4185852000	0.77	8.94	3.75	0.0	0.0	0.0
61	4247695000	0.53	8.87	3.97	0.0	0.0	0.0
62	4315780000	0.25	9.21	3.36	0.0	0.0	0.0
63	4375792000	0.35999998	9.46	3.02	0.0	0.0	0.0
64	4445939000	0.74	8.92	3.82	0.0	0.0	0.0
65	4515517000	0.5	9.0	3.9199998	0.0	0.0	0.0
66	4575880000	0.22	9.23	3.31	0.0	0.0	0.0
67	4645872000	0.68	9.179999	3.4199998	0.0	0.0	0.0
68	4705790000	0.69	8.87	3.9099998	0.0	0.0	0.0
69	4775797000	0.34	9.059999	3.6899998	0.0	0.0	0.0
70	4845880000	0.51	9.42	3.06	0.0	0.0	0.0
71	4905757000	0.78999996	8.96	3.6499999	0.0	0.0	0.0
72	4975787000	0.64	8.83	3.9599998	0.0	0.0	0.0
73	5036239000	0.24	9.26	3.4299998	0.0	0.0	0.0
74	5105191000	0.76	8.88	3.9199998	0.0	0.0	0.0
75	5175570000	0.39999998	9.07	3.7099998	0.0	0.0	0.0
76	5236492000	0.28	9.24	3.24	0.0	0.0	0.0
77	5305787000	0.66999996	9.179999	3.35	0.0	0.0	0.0
78	5365396000	0.59	8.87	3.8899999	0.0	0.0	0.0
79	5436495000	0.22999999	9.29	3.34	0.0	0.0	0.0
80	5505412000	0.47	9.28	3.28	0.0	0.0	0.0
81	5565740000	0.79999995	8.9	3.76	0.0	0.0	0.0
82	5635546000	0.35999998	9.07	3.6299999	0.0	0.0	0.0
83	5695877000	0.26	9.45	3.12	0.0	0.0	0.0
84	5765662000	0.69	9.13	3.48	0.0	0.0	0.0
85	5836238000	0.57	8.9	3.8999999	0.0	0.0	0.0
86	5895795000	0.25	9.2	3.34	0.0	0.0	0.0
87	5965847000	0.45	9.41	3.11	0.0	0.0	0.0
88	6025423000	0.78999996	9.0199995	3.6699998	0.0	0.0	0.0
89	6095263000	0.41	9.0	3.8	0.0	0.0	0.0
90	6166998000	0.62	9.21	3.29	0.0	0.0	0.0
91	6225794000	0.76	8.8	3.8799999	0.0	0.0	0.0
92	6295791000	0.28	9.13	3.59	0.0	0.0	0.0
93	6355575000	0.39999998	9.33	3.1999998	0.0	0.0	0.0
94	6425796000	0.81	8.96	3.6	0.0	0.0	0.0
95	6495419000	0.57	8.849999	3.8799999	0.0	0.0	0.0
96	6555877000	0.29	9.32	3.21	0.0	0.0	0.0
97	6625794000	0.72999996	9.09	3.52	0.0	0.0	0.0
98	6705845000	0.59	8.87	3.86	0.0	0.0	0.0
99	6757237000	0.37	9.12	3.4499998	0.0	0.0	0.0
100	6825670000	0.42	9.28	3.1899998	0.0	0.0	0.0
101	6886981000	0.75	8.929999	3.86	0.0	0.0	0.0
102	6955874000	0.61	8.82	4.0	0.0	0.0	0.0
103	7015770000	0.32999998	9.17	3.4099998	0.0	0.0	0.0
104	7086975000	0.51	9.309999	3.1399999	0.0	0.0	0.0
